806:Eeyore's Little Book of Gloom,Alan Alexander Milne,1999,Routledge
807:The Adventures of Dougal,Eric Thompson,1998,Bloomsbury Publishing PLC
808:Amy and Isabelle,Elizabeth Strout,1999,Random House Inc
809:Rule of the Bone , Novel, A,Russell Banks,1996,Perennial
810:Me Talk Pretty One Day,David Sedaris,2001,Back Bay Books
811:Stone Butch Blues,Leslie Feinberg,1993,Firebrand Books
812:stardust,Neil Gaiman,2001,Perennial
813:Fires of Aggar,Chris Anne Wolfe,2001,Windstorm Creative
814:Kamikaze Lust,Lauren Sanders,2000,Akashic Books
815:Gossamer Axe,Gael Baudino,1993,New Amer Library
816:Witchfire,Lauren Maddison,2001,Alyson Books
818:Seven Moves,Carol Anshaw,1997,Mariner Books
819:Return to Isis,Jean Stewart,1992,Rising Tide Press (AZ)
820:Hood,Emma Donoghue,1998,Alyson Publications
821:Leaving Pipe Shop, Memories of Kin,Deborah McDowell,1998,W. W. Norton &amp; Company
822:Love Ruins Everything, A Novel,Karen X. Tulchinsky,1998,Press Gang Publishers
823:Skin, Talking About Sex, Class &amp; Literature,Dorothy Allison,1994,Firebrand Books
824:Death, At Death's Door (Vertigo, Number 1),Jill Thompson,2003,DC Comics
825:The Second Coming of Curly Red,Jody Seay,1999,Firebrand Books
826:Night Mares,Manda Scott,1999,Crimeline
827:Hen's Teeth,Manda Scott,1999,Bantam Books
828:The Door to December,Dean R. Koontz,1994,Signet Book
829:No Shirt, No Shoes, No Problem!,Jeff Foxworthy,1997,Warner Books (Mm)
830:The Scions of Shannara (Heritage of Shannara (Paperback)),Terry Brooks,1993,Del Rey Books
831:Star Wars the Rebel Dawn, The Han Solo Trilogy (Star Wars, Han Solo Trilogy (Paperback)),A.C. Crispin,1998,Spectra Books
832:The Hutt Gambit (Star Wars, The Han Solo Trilogy, Vol. 2),A. C. Crispin,1998,Bantam Books
833:The Paradise Snare (Star Wars, The Han Solo Trilogy, Volume 1),A. C. Crispin,1998,Spectra Books
834:A Year of Full Moons,Madelyn Arnold,2002,Stonewall Inn Editions
835:Alanna, The First Adventure (Song of the Lioness (Paperback)),Tamora Pierce,1989,Random House Children's Books
836:The Beans of Egypt, Maine,Carolyn Chute,1986,Warner Books
837:Warrior Moon,Sara Orwig,1995,Zebra Books
838:The Funhouse,Dean R. Koontz,1994,Berkley Publishing Group
839:Cold Iron,Melisa Michaels,1997,Roc
840:Circle of Three #12, Written in the Stars (Circle of Three),Isobel Bird,2001,Avon
841:The Space Merchants,Frederik Pohl,1987,St Martins Pr
842:DREAMSNAKE,VONDA MCINTYRE,1986,Dell
843:Titan,John Varley,1980,Berkley Publishing Group
844:The Year They Burned the Books,Nancy Garden,1999,Farrar Straus Giroux
845:A Density of Souls,Christopher Rice,2001,Miramax
846:Slow River,Nicola Griffith,1996,Ballantine Books
847:Changer,Jane Lindskold,1998,Eos
848:Trixie Belden and the Mystery Off Glen Road (Mystery Off Glen Road),Julie Campbell,1977,Random House Childrens Books
849:Lark in the Morning,Nancy Garden,1991,Farrar Straus &amp; Giroux
850:Saving Grace,LEE SMITH,1996,Ballantine Books
851:Lena (50 State Quarters),JACQUELINE WOODSON,2000,Laurel Leaf
852:I Hadn't Meant to Tell You This,Jacqueline Woodson,1995,Laurel-Leaf Books
853:Raise the Roof, The Inspiring Inside Story of the Tennessee Lady Vols' Undefeated 1997-98 Season,Pat Head Summitt,1998,Broadway Books
854:Ufos, JFK and Elvis, Conspiracies You Don't Have to Be Crazy to Believe,Richard Belzer,1999,Ballantine Books
855:Hannibal,Thomas Harris,1999,Del Sol Press
856:About a Boy (Movie Tie-In),Nick Hornby,2002,Riverhead Books
857:Mostly Harmless,Douglas Adams,2000,Ballantine Books
858:The Thorn Birds (Modern Classics),Colleen McCullough,1998,Wings
859:Dreamcatcher,Stephen King,2001,Scribner
860:Sudden Mischief (Spenser Mysteries (Hardcover)),Robert B. Parker,1998,Putnam Pub Group
861:Elements of Programming With Perl,Andrew L. Johnson,1999,Manning Publications
862:To Catch a Cat,Marian Babson,2002,St. Martin's Minotaur
863:People of the Wolf (The First North Americans series, Book 1),W. Michael Gear,1992,Tor Books
864:The Door to December,Dean R. Koontz,2002,Signet Book
865:College Majors and Careers, A Resource Guide for Effective Life Planning (College Majors and Careers),Paul Phifer,1999,Ferguson Publishing Company
866:Smilla's Sense of Snow,Peter Hoeg,1997,Island
867:The Grass Is Always Greener over the Septic Tank,Erma Bombeck,1988,Fawcett Books
868:Rumpole on Trial,John Mortimer,1992,Penguin USA
869:Billy Bathgate,E. L. Doctorow,1989,Random House
870:Citizens, A Chronicle of the French Revolution,Simon Schama,1989,Random House Inc
871:The Man Who Killed the Deer,Frank Waters,1970,Ohio University Press
872:The Music of Dolphins (Apple Signature Edition),Karen Hesse,1998,Hyperion Books for Children
873:Sunwing (Aladdin Fantasy),Kenneth Oppel,2001,Aladdin
874:Caddie Woodlawn - Newbery Promo '99 (Aladdin Fiction),Carol Ryrie Brink,1999,Aladdin
875:The Hork-Bajir Chronicles (Animorphs Series),K. A. Applegate,1998,Scholastic
876:The Silver Chair (full color) (Narnia),C. S. Lewis,2000,HarperTrophy
877:The Magician's Nephew (Narnia),C. S. Lewis,1994,HarperTrophy
878:Circles in the Stream (Avalon, Web of Magic, 1),Shelly R. Roberts,2001,Scholastic
879:High Wizardry, The Third Book in the Young Wizards Series,Diane Duane,2001,Magic Carpet Books
880:Deep Wizardry, The Second Book in the Young Wizards Series,Diane Duane,2001,Magic Carpet Books
881:So You Want to Be a Wizard, The First Book in the Young Wizards Series,Diane Duane,2001,Magic Carpet Books
882:Going for Great (Ag Fiction (American Girl)),Carolee Brockmann,1999,Pleasant Company Publications
884:All That Glitters (Avalon, 2),Rachel Roberts,2001,Scholastic
885:Cry of the Wolf (Avalon, 3),Rachel Roberts,2001,Scholastic
886:The Secret of the Unicorn (Avalon Web of Magic, 4),Rachel Roberts,2000,Scholastic Paperbacks
887:Avalon, Web Of Magic #5, Spellsinger,Rachel Roberts,2002,Scholastic Paperbacks
888:Trial by Fire,Rachel Roberts,2002,Scholastic Paperbacks
889:Ties That Bind, Ties That Break (Laurel-Leaf Books),Lensey Namioka,2000,Laurel-Leaf Books
890:The Hauntings of Williamsburg, Yorktown, and Jamestown,Jackie Eileen Behrend,1998,John F. Blair Publisher
891:The Janitor's Boy,Andrew Clements,2001,Aladdin
892:The Hitchhiker's Guide to the Galaxy,Douglas Adams,1995,Ballantine Books
893:The Giver (21st Century Reference),LOIS LOWRY,1994,Laure Leaf
894:The Heavenly Man, The Remarkable True Story of Chinese Christian Brother Yun,Paul Hattaway,2003,Monarch Books
895:The Little Book of Chocolate (Little Book Of...(Flammarion)),Alain Stella,2001,Flammarion
896:Das Schlampenbuch. ErzÃ?Â¤hlungen. ( neue frau).,Milena Moser,1993,Rowohlt Tb.
897:Die zwei Gesichter des Januars.,Patricia Highsmith,1974,Diogenes Verlag
898:Nacht Ã?Â¼ber den Wassern.,Ken Follett,1994,LÃ?Â¼bbe
899:Die SÃ?Â¤ulen der Erde. Roman.,Ken Follett,1992,LÃ?Â¼bbe
900:A Man Rides Through (Man Rides Through),Stephen Donaldson,1990,Del Rey Books
901:Mirror of Her Dreams (Mordant's Need),STEPHEN R. DONALDSON,1987,Del Rey
902:Reader,Bernhard Schlink,0,Phoenix Books
903:The Dead Zone,Stephen King,2004,Signet Book
904:The Diary of Ellen Rimbauer, My Life at Rose Red,Ellen Rimbauer,2002,Hyperion Press
905:A New Germany in a New Europe,Todd Herzog,2000,Routledge
906:Belonging in the Two Berlins , Kin, State, Nation (Cambridge Studies in Social and Cultural Anthropology),John Borneman,1992,Cambridge University Press
907:The Great Depression , America 1929-1941,ROBERT S. MCELVAINE,1993,Three Rivers Press
908:Lady of the Shroud,Bram Stoker,1989,Amereon Limited
909:Dark Tide I, Onslaught (Star Wars, The New Jedi Order, Book 2),Michael A. Stackpole,2000,Del Rey Books
910:LONG DARK TEA TIME OF THE SOUL,Douglas Adams,1990,Pocket
911:The Return of Simple,Langston Hughes,1995,Hill &amp; Wang
912:Half Moon Street (Charlotte &amp; Thomas Pitt Novels (Paperback)),Anne Perry,2001,Ballantine Books
913:A Minor Indiscretion (Red Dress Ink (Paperback)),Carol Matthews,2003,Red Dress Ink
914:For Better, for Worse, A Novel,Carole Matthews,2002,Avon Trade
915:Hidden in Plain View, A Secret Story of Quilts and the Underground Railroad,Jacqueline L. Tobin,2000,Anchor Pub
916:The Forest House,Marion Zimmer Bradley,1995,Roc
917:American Poetry Since 1970, Up Late,Andrei Codrescu,1988,Four Walls Eight Windows
918:Twin Blessings (Love Inspired (Numbered)),Carolyne Aarsen,2001,Steeple Hill
919:West of Dodge, Frontier Stories,Louis L'Amour,1996,Bantam
920:How to Make $1,000 a Minute, Negotiating Salaries and Raises,Jack Chapman,1987,Ten Speed Pr
921:Non-manipulative selling,Anthony J Alessandra,1981,Reston Pub. Co
922:Come Before Winter and Share My Hope,Charles R. Swindoll,1985,Word Publishing
923:The Bear and the Dragon,Tom Clancy,2000,G. P. Putnam's Sons
924:Ender's Game (Ender Wiggins Saga (Paperback)),Orson Scott Card,1992,Tor Books
925:Thinking on paper,V. A Howard,1986,W. Morrow
926:Net Force,Tom Clancy,1999,Berkley Publishing Group
927:The Testament,John Grisham,1999,Doubleday Books
928:The Internet Church,Walter P. Wilson,2000,W Publishing Group
929:The Mp3 and Internet Audio Handbook, Your Guide to the Digital Music Revolution,Bruce Fries,2000,Teamcom Books
930:The Way Things Ought to Be,Rush H., III Limbaugh,1992,Pocket Books
931:A Time to Kill,JOHN GRISHAM,1992,Dell
932:The Truth About Texas, Who Needs to Brag? We'Ve Got the Facts,Anne Dingus,1995,Gulf Publishing Company
933:Awakening,Kate Chopin,1982,Avon
934:Wall Street's Picks for 2000, An Insider's Guide to the Year's Best Stocks &amp; Mutual Funds (Wall Street's Picks),Kirk Kazanjian,1999,Dearborn Financial Publishing
935:Poetics of the New American Poetry,Donald Merriam Allen,1974,Grove Press
936:Patriot Games,Tom Clancy,1992,Berkley Publishing Group
937:Dead Men Do Tell Tales, The Strange and Fascinating Cases of a Forensic Anthropologist,William Maples,1995,Main Street Books
938:Moonlighting, 148 Great Ways to Make Money on the Side,Carl Hausman,1991,Harpercollins
939:Amanda Miranda,Richard Peck,1981,Harper Mass Market Paperbacks (Mm)
940:Chasing the Dime,Michael Connelly,2003,Warner Books
941:Tender Triumph (Sonnet Books),Judith McNaught,1991,Pocket
942:The Cat Who Tailed a Thief,Lilian Jackson Braun,1998,Jove Books
943:Guilt,John T. Lescroart,1998,Island
944:On Secret Service,John Jakes,2001,Signet Book
945:Charming Billy,Alice McDermott,1999,Delta
946:All the Days of My Life,Hilary Bailey,1986,Fawcett Books
947:The Dinner Party,Howard Fast,1991,Dell Publishing Company
948:A Palette for Murder, Murder She Wrote (Murder She Wrote (Paperback)),Jessica Fletcher,1996,Signet Book
949:Golden Cup,Belva Plain,1987,Dell
950:Murder at the Library of Congress (Capital Crimes (Paperback)),Margaret Truman,2001,Fawcett Books
951:No Safe Place,RICHARD NORTH PATTERSON,1999,Ballantine Books
952:Thorns of Truth,Eileen Goudge,1999,Signet Book
953:Granny Dan,DANIELLE STEEL,2000,Random House, Inc.
954:Border Bride,Arnette Lamb,1993,Pocket
955:The Penwyth Curse,Catherine Coulter,2004,Jove Books
956:Xanth 15, The Color of Her Panties,Piers Anthony,1992,Eos
957:Der FÃ?Â¼rst der Finsternis. Roman.,Anne Rice,1992,Goldmann
958:A Reporter's Life,WALTER CRONKITE,1996,Knopf
959:Jacob Marley's Christmas Carol,Tom Mula,1995,Adams Media Corp
960:Practice Makes Pregnant   Manhattan Multiples (Silhouette Special Edition, 1569),Lois Faye Dyer,2003,Silhouette
961:The Secret Lives of Girls, What Good Girls Really Do--Sex Play, Aggression, and Their Guilt,Sharon Lamb,2002,Free Press
962:Hound of the Baskervilles (Aladdin Classics),Sir Arthur Conan Doyle,2000,Aladdin
963:SLEEPING MURDER,AGATHA CHRISTIE,1983,Bantam
964:The Fractal Murders (Pepper Keane Mysteries),Mark Cohen,2004,Mysterious Press
965:Blowtorch Psycho.Com (Bone Chillers, No 18),Sherry Shahan,1997,Harpercollins Juvenile Books
966:Final Stand,Helen Myers,2002,Mira
967:Christmas , A Holiday Treasury,Della Rowland,1994,Andrews McMeel Publishing
968:Magic House of Numbers.,Irving. Adler,1974,Harpercollins Library
969:Lord of the Silent, A Novel of Suspense,Elizabeth Peters,2002,Avon
970:Whisper to Me of Love,Shirlee Busbee,1991,Harper Mass Market Paperbacks
971:Wuthering Heights,EMILY BRONTE,1983,Bantam
972:The Stars Shine Down,Sidney Sheldon,1993,Warner Books
973:Toxin,Robin Cook,1999,Berkley Publishing Group
974:This Present Darkness,Frank E. Peretti,1999,Sagebrush Bound
975:The Mothman Prophecies,John A. Keel,2002,Tor Books
976:Meet the Stars of Buffy the Vampire Slayer,Stefanie Scott,1998,Scholastic
977:Rush to the Altar  (Twin Brides),Rebecca Winters,2003,Harlequin
978:All-American Girl,Meg Cabot,2003,HarperTrophy
979:The Silver Metal Lover,Tanith Lee,1999,Spectra Books
980:The Virgin's Secret Marriage   The Brides Of Holly Springs (Harlequin American Romance, No. 997),Cathy Gillen Thacker,2003,Harlequin
981:A Christmas Story,Richard Burton,1991,W W Norton &amp; Co Inc
982:Dark Paradise,TAMI HOAG,1994,Bantam
983:Middlesex, A Novel,Jeffrey Eugenides,2003,Picador
984:Somebody Help Me,Beverly Hastings,1993,Berkley Publishing Group
985:Other worlds, The comical history of the states and empires of the moon and sun (Science fiction master series),Cyrano de Bergerac,1976,New English Library
986:Introduction to Fire Prevention (5th Edition),James C. Robertson,2000,Pearson Education
987:To Catch A Sheik  (Desert Brides),Teresa Southwick,2003,Silhouette
988:The Awakening and Selected Stories of Kate Chopin (Signet Classic),Kate Chopin,1995,Signet Book
989:Ordinary People,Judith Guest,1993,Penguin Books
990:The Rainmaker,JOHN GRISHAM,1996,Dell
991:On The Tycoon's Terms   Do Not Disturb! (Harlequin Presents, 2348),Sandra Field,2003,Harlequin
992:Sleeping Partners  (Nine to Five),Helen Brooks,2003,Harlequin
993:The Real Mother Goose,Blanche Fisher Wright,1994,Scholastic
994:Toxin,Robin Cook,1998,Putnam Pub Group
996:Heathcliff Gone Fishing,George Gately,1985,Diamond Books (NY)
997:The Bad Place,Dean R. Koontz,1994,Berkley Publishing Group
998:Two for Texas,James Lee Burke,2000,Hyperion
999:The Amazing Adventures of Kavalier &amp; Clay,Michael Chabon,2001,Picador
1000:Greygallows,Barbara Michaels,1993,Berkley Publishing Group
1001:Into the Darkness,Barbara Michaels,1996,Berkley Publishing Group
1002:Someone in the House,Barbara Michaels,1989,Berkley Publishing Group
1003:The Phantom Tollbooth,Norton Juster,1993,Yearling Books
1004:Dances With Wolves,Michael Blake,1990,Fawcett Books
1005:The House With a Clock in Its Walls,John Bellairs,1993,Puffin Books
1006:Hoot (Newbery Honor Book),CARL HIAASEN,2002,Knopf Books for Young Readers
1007:Catnap , A Midnight Louie Mystery (A Midnight Louie Mystery),Carole Nelson Douglas,1993,Forge Books
1008:The Princess Bride, S Morgenstern's Classic Tale of True Love and High Adventure,WILLIAM GOLDMAN,1987,Del Rey
1009:A Dangerous Place, California's Unsettling Fate (Images of America),Marc Reisner,2003,Pantheon Books
1010:Black Hawk Down, A Story of Modern War,Mark Bowden,1999,Atlantic Monthly Press
1011:The Burberry Style,Jonathan Pearce,2002,Infinity Publishing.com
1012:Heavier Than Air (Balona Books),Jonathan Pearce,2001,Infinity Publishing.com
1013:A Little Honesty, Trials and Triumphs of a Prince of Balona,Jonathan Pearce,2001,1stBooks Library
1014:The Balona Klongs,Jonathan Pearce,1999,Buy Books on the web.com
1015:Sang Froyd (Balona Books),Jonathan Pearce,1999,1stBooks Library
1016:The Chocolate Korndog,Jonathan Pearce,2002,Infinity Publishing (PA)
1017:One Brick Shy,Jonathan Pearce,2000,Infinity Publishing (PA)
1018:Spring Break,Jonathan Pearce,2000,Infinity Publishing (PA)
1019:Focusing the Private Eye,Jonathan Pearce,2000,Infinity Publishing (PA)
1020:A Cuisine of Leftovers,Jonathan Pearce,2000,Infinity Publishing (PA)
1021:Finding Dad,Jonathan Pearce,1999,Infinity Publishing (PA)
1022:Natural Causes,Michael Palmer,1995,Bantam Books
1023:Degree of Guilt,Richard North Patterson,1995,Ballantine Books
1024:Wuthering Heights (Penguin Popular Classics),Emily Bronte,1994,Penguin Books Ltd
1025:Emma (Penguin Popular Classics),Jane Austen,1994,Penguin Books Ltd
1026:The Art of Travel,Alain de Botton,2002,Pantheon
1027:SO LONG AND THANKS FOR ALL THE FISH (Hitchhiker's Trilogy (Paperback)),Douglas Adams,1991,Pocket
1028:Fight Club,Chuck Palahniuk,1999,Owl Books
1029:Wuthering Heights,Emily Bronte,1983,Bantam
1030:SHIPPING NEWS,Annie Proulx,1994,Scribner
1031:The Frog King, A Love Story,Adam Davies,2002,Riverhead Books
1032:Outhouses of Alaska,Harry M. Walker,1996,Epicenter Press
1033:The Smoke Jumper,Nicholas Evans,2001,Delacorte Press
1034:The Unbearable Lightness of Being,Milan Kundera,1988,Harpercollins
1035:A Spell for Chameleon (Xanth Novels (Paperback)),Piers Anthony,1987,Del Rey Books
1036:Anne of Green Gables (Anne of Green Gables Novels (Paperback)),L.M. MONTGOMERY,1982,Bantam Classics
1037:Das Kurze Leben Der Sophie Scholl (Fiction, Poetry and Drama),Vinke,0,Ravensburger Buchverlag Otto Maier GmbH
1038:Cloud Atlas , A Novel,DAVID MITCHELL,2004,Random House Trade Paperbacks
1039:Everything Is Illuminated , A Novel,Jonathan Safran Foer,2003,Perennial
1040:Post Office,Charles Bukowski,1980,Black Sparrow Books
1041:On the Road (Essential.penguin S.),Jack Kerouac,1998,Penguin Books Ltd
1042:Hard-Boiled Wonderland and the End of the World, A Novel (Vintage International),Haruki Murakami,1993,Vintage Books USA
1043:Norwegian Wood (Vintage International Original),Haruki Murakami,2000,Vintage Books USA
1044:A Little Princess,Frances Hodgson  Burnett,1996,Pages Publishing Group
1045:Talking to Dragons (Enchanted Forest Chronicles (Paperback)),Patricia C. Wrede,1995,Point Fantasy
1046:The Call of the Wild, And Selected Stories (Signet Classics (Paperback)),Jack London,1998,Signet Classics
1047:A Life God Rewards for Teens (The Breakthrough Series),Bruce Wilkinson,2002,Multnomah
1049:Calling on Dragons (Read with Me Paperbacks),Patricia C. Wrede,1994,Point Fantasy
1050:A Temporary New Wife,Malcolm Goodway,2004,AuthorsOmniscient Publishers
1051:Fall On Your Knees (Oprah #45),Ann-Marie MacDonald,2002,Touchstone
1052:Reap the Wind,Iris Johansen,2002,Bantam Books
1053:The Survivors Club,LISA GARDNER,2003,Bantam
1054:Sins of Omission,FERN MICHAELS,1989,Ivy Books
1055:White Lies,Linda Howard,1997,Mira
1056:Random Winds,Belva Plain,1987,Dell
1057:The Carousel,Belva Plain,1998,Dell
1058:While I Was Gone,Sue Miller,1999,Ballantine Books
1059:Grass,Sheri S. Tepper,1990,Spectra Books
1060:One Fish Two Fish Red Fish Blue Fish (I Can Read It All by Myself Beginner Books),DR SEUSS,1960,Random House Books for Young Readers
1061:This Boy's Life, A Memoir,Tobias Wolff,1989,Perennial
1062:Zlateh the Goat and Other Stories,Isaac Bashevis Singer,1984,HarperCollins Publishers
1063:Winter's Tale,Mark Helprin,1995,Harvest Books
1064:The Dancing Wu Li Masters, An Overview of the New Physics,Gary Zukav,1994,Bantam Books
1065:The World According to Garp (Ballantine Reader's Circle),John Irving,1997,Ballantine Books
1066:Farewell To Arms,Ernest Hemingway,1995,Scribner
1067:The American Constitution, Its Origins and Development, Seventh Edition, Volume II,Alfred H. Kelly,1991,W. W. Norton &amp; Company
1068:Plato Complete Works,Plato,1997,Hackett Publishing Company
1069:The Twenty-Seventh City , A Novel (Bestselling Backlist),Jonathan Franzen,2001,Picador
1070:Cat (kat), n,B Kliban,1975,Workman Pub. Co
1071:Breaking Clean,JUDY BLUNT,2002,Knopf
1073:Felicia's Journey,William Trevor,1996,Penguin Books
1075:Possessing the Secret of Joy,Alice Walker,1993,Pocket
1076:History of Croatia,Stephen Gazi,0,Barnes Noble Books
1077:Angle of Repose (Contemporary American Fiction),Wallace Stegner,1992,Penguin Books
1078:White Noise (Contemporary American Fiction),Don DeLillo,1991,Penguin Books
1079:Invisible Man,Ralph Ellison,1995,Vintage Books USA
1080:Of Love and Shadows,Isabel Allende,1988,Bantam Books
1081:The House of the Spirits,Isabel Allende,1986,Bantam Books
1082:Where the Sidewalk Ends , Poems and Drawings,Shel Silverstein,1974,HarperCollins
1083:Interpreter of Maladies,Jhumpa Lahiri,1999,Houghton Mifflin Co
1084:Glorious Country, Food Crafts Decorating,Liz Trigg,1995,Natl Book Network
1085:Loving,Charles Sullivan,1992,Harry N Abrams
1086:Divine Secrets of the Ya-Ya Sisterhood, A Novel,Rebecca Wells,1997,Perennial
1087:She's Come Undone (Oprah's Book Club (Paperback)),Wally Lamb,1996,Washington Square Press
1088:JITTERBUG PERFUME,TOM ROBBINS,1985,Bantam
1089:STONES FROM THE RIVER,Ursula Hegi,1997,Simon &amp; Schuster
1090:Clarissa (abridged),Samuel Richardson,1962,Houghton Mifflin Company
1091:Italian Fever, A Novel,Valerie Martin,2000,Vintage Books USA
1092:One Hundred Years of Solitude,Gabriel Garcia Marquez,1970,Avon Books
1093:The Illustrated Encyclopedia of Buddhist Wisdom,Gill Farrer-Halls,2000,Quest Books
1094:Common Phrases, And Where They Come From,John Mordock,2001,The Lyons Press
1095:Notions And Potions, A Safe, Practical Guide To Creating Magic &amp; Miracles,Susan Bowes,1997,Sterling Publishing
1096:Dragonfly in Amber,DIANA GABALDON,1993,Dell
1097:Naked,David Sedaris,1998,Back Bay Books
1098:White Teeth,Zadie Smith,2000,Random House
1099:Writing Down the Bones,NATALIE GOLDBERG,1986,Shambhala
1100:K Is for Killer (Grafton, Sue. Kinsey Millhone Mysteries.),Sue Grafton,1994,Henry Holt &amp; Company
1101:Ironweed,William J. Kennedy,1989,Penguin Books
1102:Swimming in the Volcano, A Novel,Bob Shacochis,1994,Penguin Books
1103:The Grapes of Wrath,John Steinbeck,1976,Penguin USA
1104:The Grace and Truth Paradox, Responding with Christlike Balance,Randy Alcorn,2003,Multnomah
1105:The Best Thing I Ever Did for My Marriage , 50 Real Life Stories,Nancy Cobb,2003,Multnomah
1106:Kreutzersonate. Eine Liebesgeschichte,Margriet de Moor,2002,Hanser
1107:Tollivers Reisen. Stadtgeschichten IV.,Armistead Maupin,1995,Rowohlt Tb.
1108:HOW TO WIN FRIENDS, REVISED,Dale Carnegie,1981,Simon &amp; Schuster
1109:CUCKOO'S EGG,Clifford Stoll,1990,Pocket
1110:Kiss the Girls,James Patterson,1995,Warner Books
1111:Different Seasons,Stephen King,1983,Penguin Putnam~mass
1112:The Witching Hour (Lives of the Mayfair Witches),ANNE RICE,1993,Ballantine Books
1113:Jack &amp; Jill (Alex Cross Novels),James Patterson,1997,Warner Books
1114:Vittorio the Vampire, New Tales of the Vampires,Anne Rice,2001,Ballantine Books
1115:The House on Mango Street (Vintage Contemporaries),SANDRA CISNEROS,1991,Vintage
1116:My Life in Dog Years,Gary Paulsen,1999,Yearling Books
1117:Black Gold,Marguerite Henry,1992,Aladdin
1118:Red Unicorn (Tor Fantasy),Tanith Lee,1998,Tor Books
1119:The Silent Storm, Scholastic Edition,Sherry Garland,1996,Harcourt
1120:Black Rainbow,Barbara Michaels,1994,Berkley Publishing Group
1121:The Demon-Haunted World, Science As a Candle in the Dark,Carl Sagan,1997,Ballantine Books
1122:Teen Love,  On Relationships, A Book for Teenagers,Kimberly Kirberger,1999,Health Communications
1123:On The Verge (Red Dress Ink (Paperback)),Ariella Papa,2002,Red Dress Ink
1124:Chaser, A Novel in E-Mails,Michael J. Rosen,2002,Candlewick Press (MA)
1125:Cool Women,Dawn Chipman,1997,Girl Press
1126:Welcome to My Planet, Where English Is Sometimes Spoken,Shannon Olson,2001,Penguin Books
1127:A STRING OF CHANCES (String of Chances Nrf),Phyllis Reynolds Naylor,1982,Atheneum
1128:Frankenstein Or, the Modern Prometheus,Mary Wollstonecraft Shelley,1994,Signet Book
1129:World of Pies , A Novel,Karen Stolz,2001,Hyperion
1130:Love, A User's Guide,CLARE NAYLOR,1999,Ballantine Books
1131:The Perks of Being a Wallflower,Stephen Chbosky,1999,MTV
1132:Dragons of Summer Flame,Margaret Weis,2002,Wizards of the Coast
1133:DANCING AT THE RASCAL FAIR,Ivan Doig,1996,Scribner
1134:Daughter of Fortune , A Novel (Oprah's Book Club (Hardcover)),Isabel Allende,1999,HarperCollins
1135:A Beautiful Mind , A Biography of John Forbes Nash, Jr.,Sylvia Nasar,1998,Simon &amp; Schuster
1136:The Bridegroom, Stories (Great Reads),Ha Jin,2000,Pantheon Books
1137:Kiss the Dust,Elizabeth Laird,1994,Puffin Books
1138:Slippage, Previously Poised, Previously Uncollected Stories,Harlan Ellison,1997,Houghton Mifflin
1139:Portrait in Sepia,Isabel Allende,2001,HarperCollins Publishers
1140:The Pilgrimage Road to Santiago , The Complete Cultural Handbook,David M. Gitlitz,2000,St. Martin's Griffin
1141:Der Magier. Der Erbe der Nacht.,Wolfgang Hohlbein,1999,Heyne
1142:Der fremde Freund. (Drachenblut).,Christoph Hein,1982,Aufbau Tb
1143:Die Meute der Erben.,Gaby Hauptmann,1999,Piper
1144:Ein Mann fÃ?Â¼r jede Gelegenheit.,Carolyn See,2001,Heyne
1145:Der Geteilte Himmel,Christa Wolf,0,Deutscher Taschenbuch Verlag
1146:Helden wie wir.,Thomas Brussig,1998,Fischer (Tb.), Frankfurt
1147:Schamanismus. Reisen der Seele. Magische KrÃ?Â¤fte. Ekstase und Heilung.,Piers Vitebsky,2001,Taschen Verlag
1148:Entdecke den Schamanen in dir. Reise in die innere Welt des Alltags.,Christopher Weidner,2003,Droemersche Verlagsanstalt Th. Knaur Nachf., GmbH &amp; Co.
1149:Das Meer und kleine Fische.,Terry Pratchett,2000,Heyne
1150:Sofies Welt. Roman Ã?Â¼ber die Geschichte der Philosophie.,Jostein Gaarder,1999,Dtv
1151:The Book of Lost Tales 2 (The History of Middle-Earth - Volume 2),J.R.R. TOLKIEN,1992,Del Rey
1152:The Book of Lost Tales 1 (The History of Middle-Earth - Volume 1),J. R. R. Tolkien,1992,Del Rey Books
1153:Waking Up Screaming, Haunting Tales of Terror,H. P. Lovecraft,2003,Del Rey Books
1154:Dharma Bums,Jack Kerouac,1991,Penguin Books
1155:American Gods,Neil Gaiman,2002,HarperTorch
1156:Just Here Trying to Save a Few Lives , Tales of Life and Death from the ER,Pamela Grim,2002,Warner Books
1157:2061, Odyssey Three,Arthur C. Clarke,1991,Del Rey Books
1158:Tales of the City (Tales of the City Series, V. 1),Armistead Maupin,1989,Perennial
1159:Pigeon,Jay Bennett,1983,Harpercollins Juvenile Books
1160:Deadly Sleep,John Applegate,1988,Pinnacle Books
1161:Demon Night,J. Michael Straczynski,1990,Berkley Pub Group
1162:Harp and the Blade,John Myers Myers,1985,Ace Books
1163:The World, the Flesh and the Devil,Reay Tannahill,1988,Ivy Books
1164:The Skystone (Whyte, Jack. Camulod Chronicles, Bk. 1.),Jack Whyte,1996,Forge
1165:One Tree (Donaldson, Stephen R. Second Chronicles of Thomas Covenant, Bk. 2.),Stephen R. Donaldson,1982,Ballantine Books
1166:White Gold Wielder Chronicles 3 (Second Chronicles of Thomas Covenant),Stephen R Donaldson,1984,Ballantine Books
1167:Wounded Land (Second Chronicles of Thomas Covenant),Stephen R. Donaldson,1981,Del Rey Books
